═══════════════════════════════════════════════════════════════
  分析统计信息
═══════════════════════════════════════════════════════════════
分析类数量: 10163
分析方法数量: 95812
调用图节点数: 27764
调用图边数: 264174
═══════════════════════════════════════════════════════════════

╔══════════════════════════════════════════════════════════════╗
║  Sink #1: lookup                                             ║
║  找到链条...                                                     ║
╚══════════════════════════════════════════════════════════════╝

<com.vaadin.ui.AbstractComponent: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: boolean assignValue(java.lang.Object,java.lang.String,java.lang.String)>->[-1, -1]
<javax.naming.InitialContext: java.lang.Object lookup(javax.naming.Name)>

--- 链 503 ---
<java.beans.VetoableChangeSupport: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.declarative.Design: void write(com.vaadin.ui.declarative.DesignContext,java.io.OutputStream)>->[-1, -1]
<com.vaadin.ui.declarative.Design: org.jsoup.nodes.Document createHtml(com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: org.jsoup.nodes.Element createElement(com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.Grid: void writeDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.data.util.MethodProperty: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.declarative.Design: com.vaadin.ui.declarative.DesignContext designToComponentTree(org.jsoup.nodes.Document,com.vaadin.ui.Component,java.lang.Class)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.AbstractEmbedded: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.AbstractComponent: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: boolean assignValue(java.lang.Object,java.lang.String,java.lang.String)>->[-1, -1]
<javax.naming.InitialContext: java.lang.Object lookup(javax.naming.Name)>

--- 链 504 ---
<sun.reflect.'annotation'.AnnotationInvocationHandler: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.declarative.Design: void write(com.vaadin.ui.declarative.DesignContext,java.io.OutputStream)>->[-1, -1]
<com.vaadin.ui.declarative.Design: org.jsoup.nodes.Document createHtml(com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: org.jsoup.nodes.Element createElement(com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.Grid: void writeDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.data.util.MethodProperty: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.declarative.Design: com.vaadin.ui.declarative.DesignContext designToComponentTree(org.jsoup.nodes.Document,com.vaadin.ui.Component,java.lang.Class)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.AbstractEmbedded: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.AbstractComponent: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: boolean assignValue(java.lang.Object,java.lang.String,java.lang.String)>->[-1, -1]
<javax.naming.InitialContext: java.lang.Object lookup(javax.naming.Name)>

--- 链 505 ---
<com.sun.org.apache.xalan.internal.xsltc.dom.BitArray: void readExternal(java.io.ObjectInput)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.declarative.Design: void write(com.vaadin.ui.declarative.DesignContext,java.io.OutputStream)>->[-1, -1]
<com.vaadin.ui.declarative.Design: org.jsoup.nodes.Document createHtml(com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: org.jsoup.nodes.Element createElement(com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.Grid: void writeDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.data.util.MethodProperty: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.declarative.Design: com.vaadin.ui.declarative.DesignContext designToComponentTree(org.jsoup.nodes.Document,com.vaadin.ui.Component,java.lang.Class)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.AbstractEmbedded: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.AbstractComponent: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: boolean assignValue(java.lang.Object,java.lang.String,java.lang.String)>->[-1, -1]
<javax.naming.InitialContext: java.lang.Object lookup(javax.naming.Name)>

--- 链 506 ---
<java.beans.PropertyChangeSupport: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.declarative.Design: void write(com.vaadin.ui.declarative.DesignContext,java.io.OutputStream)>->[-1, -1]
<com.vaadin.ui.declarative.Design: org.jsoup.nodes.Document createHtml(com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: org.jsoup.nodes.Element createElement(com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.Grid: void writeDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.data.util.MethodProperty: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.declarative.Design: com.vaadin.ui.declarative.DesignContext designToComponentTree(org.jsoup.nodes.Document,com.vaadin.ui.Component,java.lang.Class)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.AbstractEmbedded: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.AbstractComponent: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: boolean assignValue(java.lang.Object,java.lang.String,java.lang.String)>->[-1, -1]
<javax.naming.InitialContext: java.lang.Object lookup(javax.naming.Name)>

--- 链 507 ---
<java.lang.Throwable: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.declarative.Design: void write(com.vaadin.ui.declarative.DesignContext,java.io.OutputStream)>->[-1, -1]
<com.vaadin.ui.declarative.Design: org.jsoup.nodes.Document createHtml(com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: org.jsoup.nodes.Element createElement(com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.Grid: void writeDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.data.util.MethodProperty: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.declarative.Design: com.vaadin.ui.declarative.DesignContext designToComponentTree(org.jsoup.nodes.Document,com.vaadin.ui.Component,java.lang.Class)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.AbstractEmbedded: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.AbstractComponent: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: boolean assignValue(java.lang.Object,java.lang.String,java.lang.String)>->[-1, -1]
<javax.naming.InitialContext: java.lang.Object lookup(javax.naming.Name)>

--- 链 508 ---
<java.time.chrono.Ser: void readExternal(java.io.ObjectInput)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.declarative.Design: void write(com.vaadin.ui.declarative.DesignContext,java.io.OutputStream)>->[-1, -1]
<com.vaadin.ui.declarative.Design: org.jsoup.nodes.Document createHtml(com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: org.jsoup.nodes.Element createElement(com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.Grid: void writeDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.data.util.MethodProperty: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.declarative.Design: com.vaadin.ui.declarative.DesignContext designToComponentTree(org.jsoup.nodes.Document,com.vaadin.ui.Component,java.lang.Class)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.AbstractEmbedded: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.AbstractComponent: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: boolean assignValue(java.lang.Object,java.lang.String,java.lang.String)>->[-1, -1]
<javax.naming.InitialContext: java.lang.Object lookup(javax.naming.Name)>

--- 链 509 ---
<com.vaadin.ui.ConnectorTracker: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.declarative.Design: void write(com.vaadin.ui.declarative.DesignContext,java.io.OutputStream)>->[-1, -1]
<com.vaadin.ui.declarative.Design: org.jsoup.nodes.Document createHtml(com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: org.jsoup.nodes.Element createElement(com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.Grid: void writeDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.data.util.MethodProperty: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.declarative.Design: com.vaadin.ui.declarative.DesignContext designToComponentTree(org.jsoup.nodes.Document,com.vaadin.ui.Component,java.lang.Class)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.AbstractEmbedded: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.AbstractComponent: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: boolean assignValue(java.lang.Object,java.lang.String,java.lang.String)>->[-1, -1]
<javax.naming.InitialContext: java.lang.Object lookup(javax.naming.Name)>

--- 链 510 ---
<java.time.Ser: void readExternal(java.io.ObjectInput)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.declarative.Design: void write(com.vaadin.ui.declarative.DesignContext,java.io.OutputStream)>->[-1, -1]
<com.vaadin.ui.declarative.Design: org.jsoup.nodes.Document createHtml(com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: org.jsoup.nodes.Element createElement(com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.Grid: void writeDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.data.util.MethodProperty: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.declarative.Design: com.vaadin.ui.declarative.DesignContext designToComponentTree(org.jsoup.nodes.Document,com.vaadin.ui.Component,java.lang.Class)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.AbstractEmbedded: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.AbstractComponent: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: boolean assignValue(java.lang.Object,java.lang.String,java.lang.String)>->[-1, -1]
<javax.naming.InitialContext: java.lang.Object lookup(javax.naming.Name)>

--- 链 511 ---
<java.util.Collections$SetFromMap: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.declarative.Design: void write(com.vaadin.ui.declarative.DesignContext,java.io.OutputStream)>->[-1, -1]
<com.vaadin.ui.declarative.Design: org.jsoup.nodes.Document createHtml(com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: org.jsoup.nodes.Element createElement(com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.Grid: void writeDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.data.util.MethodProperty: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.declarative.Design: com.vaadin.ui.declarative.DesignContext designToComponentTree(org.jsoup.nodes.Document,com.vaadin.ui.Component,java.lang.Class)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.AbstractEmbedded: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.AbstractComponent: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: boolean assignValue(java.lang.Object,java.lang.String,java.lang.String)>->[-1, -1]
<javax.naming.InitialContext: java.lang.Object lookup(javax.naming.Name)>

--- 链 512 ---
<java.util.PropertyPermissionCollection: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.declarative.Design: void write(com.vaadin.ui.declarative.DesignContext,java.io.OutputStream)>->[-1, -1]
<com.vaadin.ui.declarative.Design: org.jsoup.nodes.Document createHtml(com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: org.jsoup.nodes.Element createElement(com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.Grid: void writeDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.data.util.MethodProperty: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.declarative.Design: com.vaadin.ui.declarative.DesignContext designToComponentTree(org.jsoup.nodes.Document,com.vaadin.ui.Component,java.lang.Class)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.AbstractEmbedded: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.AbstractComponent: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: boolean assignValue(java.lang.Object,java.lang.String,java.lang.String)>->[-1, -1]
<javax.naming.InitialContext: java.lang.Object lookup(javax.naming.Name)>

--- 链 513 ---
<java.time.zone.Ser: void readExternal(java.io.ObjectInput)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.declarative.Design: void write(com.vaadin.ui.declarative.DesignContext,java.io.OutputStream)>->[-1, -1]
<com.vaadin.ui.declarative.Design: org.jsoup.nodes.Document createHtml(com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: org.jsoup.nodes.Element createElement(com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.Grid: void writeDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.data.util.MethodProperty: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.declarative.Design: com.vaadin.ui.declarative.DesignContext designToComponentTree(org.jsoup.nodes.Document,com.vaadin.ui.Component,java.lang.Class)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.AbstractEmbedded: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.AbstractComponent: void readDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignAttributeHandler: boolean assignValue(java.lang.Object,java.lang.String,java.lang.String)>->[-1, -1]
<javax.naming.InitialContext: java.lang.Object lookup(javax.naming.Name)>

--- 链 514 ---
<java.beans.VetoableChangeSupport: void readObject(java.io.ObjectInputStream)>->[-1, -1]
<com.vaadin.server.AbstractClientConnector$RpcInvocationHandler: java.lang.Object invoke(java.lang.Object,java.lang.reflect.Method,java.lang.Object[])>->[-1, -1]
<com.vaadin.ui.declarative.Design: org.jsoup.nodes.Document createHtml(com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.declarative.DesignContext: org.jsoup.nodes.Element createElement(com.vaadin.ui.Component)>->[-1, -1]
<com.vaadin.ui.AbstractSelect: void writeDesign(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.AbstractSelect: void writeItems(org.jsoup.nodes.Element,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.AbstractSelect: org.jsoup.nodes.Element writeItem(org.jsoup.nodes.Element,java.lang.Object,com.vaadin.ui.declarative.DesignContext)>->[-1, -1]
<com.vaadin.ui.AbstractSelect: com.vaadin.server.Resource getItemIcon(java.lang.Object)>->[-1, -1]
<com.vaadin.ui.Label: java.lang.Object getValue()>->[-1, -1]
<com.vaadin.ui.Label: java.lang.String getDataSourceValue()>->[-1, -1]
